path,.,_id,imageUrl,annotation,brush,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color
samples.23,,s7c6ib6vp,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1044.png,,review,bounding-box,2547085463160941,0.6337412587412588,0.6083916083916083,0.11713286713286708,0.1748251748251749,100kmh,,#2196f3
samples.24,,spkjamwjn,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1045.png,,review,bounding-box,17542661668236792,0.6783216783216783,0.27884615384615385,0.16083916083916083,0.256993006993007,100kmh,,#2196f3
samples.25,,sz0l24ydd,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1046.png,[],review,,,,,,,,,
samples.26,,s812ardrm,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1047.png,,review,bounding-box,8290400889422771,0.21765734265734266,0.4807692307692307,0.19755244755244758,0.27272727272727265,100kmh,,#2196f3
samples.27,,s1jlmpzli,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1048.png,[],review,,,,,,,,,
samples.28,,s90dg7x2d,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1049.png,[],review,,,,,,,,,
samples.29,,s3pef426g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1050.png,[],review,,,,,,,,,
samples.30,,slk6sm2yp,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1051.png,[],review,,,,,,,,,
samples.31,,s8tqje8aa,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1052.png,[],review,,,,,,,,,
samples.32,,shc9m0ycm,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1053.png,[],review,,,,,,,,,
samples.33,,syq23hdfr,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1054.png,[],review,,,,,,,,,
samples.34,,sat4b8xja,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1055.png,[],review,,,,,,,,,
samples.35,,sbf73f4x5,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1056.png,[],review,,,,,,,,,
samples.36,,sg4dnn069,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1057.png,,review,bounding-box,6943583011785448,0.6215034965034965,0.5856643356643356,0.14860139860139865,0.1573426573426574,100kmh,,#2196f3
samples.37,,sylhatp4g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1058.png,[],review,,,,,,,,,
samples.38,,stzca15of,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1059.png,,review,bounding-box,43595192271963445,0.3356643356643357,0.7185314685314685,0.19230769230769232,0.2552447552447552,100kmh,,#2196f3
samples.39,,swenz97xq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1060.png,,review,bounding-box,5242142263230825,0.22814685314685315,0.7980769230769231,0.15909090909090912,0.20454545454545447,100kmh,,#2196f3
samples.40,,swfinsl7o,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1061.png,,review,bounding-box,6625379231163395,0.2674825174825175,0.7832167832167831,0.2902097902097902,0.3321678321678322,100kmh,,#2196f3
samples.41,,sbz5ibw6d,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1062.png,,review,bounding-box,26173781333767177,0.777972027972028,0.409965034965035,0.2902097902097902,0.3758741258741259,100kmh,,#2196f3
samples.42,,sluwkb2vq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1063.png,,review,bounding-box,22573877956759536,0.7823426573426573,0.6022727272727273,0.3653846153846153,0.4947552447552448,100kmh,,#2196f3
samples.43,,soeg67hng,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1064.png,,review,bounding-box,04333583654177575,0.4125874125874126,0.5052447552447552,0.16783216783216787,0.30419580419580416,100kmh,,#2196f3
samples.44,,s1wtnk1rk,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1065.png,,review,bounding-box,5386894942166702,0.20192307692307693,0.5061188811188811,0.22552447552447552,0.4737762237762238,100kmh,,#2196f3
samples.45,,s2ybfk82f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1066.png,[],review,,,,,,,,,
samples.46,,ss8ih6s1b,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1067.png,,review,bounding-box,2955685507055543,0.854020979020979,0.28846153846153844,0.24650349650349657,0.3916083916083916,100kmh,,#2196f3
samples.47,,s6wwv258c,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1068.png,[],review,,,,,,,,,
samples.48,,sxrta4rze,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1069.png,,review,bounding-box,10496248466849045,0.7945804195804196,0.2019230769230769,0.19405594405594395,0.35139860139860135,100kmh,,#2196f3
samples.49,,szjbedbvp,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1070.png,,review,bounding-box,36488076348328136,0.5087412587412588,0.4755244755244755,0.22027972027972026,0.465034965034965,100kmh,,#2196f3
samples.50,,scshah8y8,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1071.png,,review,bounding-box,6659189733704072,0.5634948384948385,0.36538461538461536,0.6317515817515817,0.6853146853146853,100kmh,,#2196f3
samples.51,,sk7rbfysh,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1072.png,[],review,,,,,,,,,
samples.52,,sia992l3b,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1073.png,,review,bounding-box,45562447283746277,0.5109478095238096,0.5174664126984124,0.5781043809523809,0.9058011428571427,100kmh,,#2196f3
samples.53,,shymoykhh,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1074.png,[],review,,,,,,,,,
samples.54,,sp4s6t619,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1075.png,[],review,,,,,,,,,
samples.55,,sv5vzfd1g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1076.png,[],review,,,,,,,,,
samples.56,,sfu0gc5pr,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1077.png,[],review,,,,,,,,,
samples.57,,srhn1v8or,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1078.png,[],review,,,,,,,,,
samples.58,,sk98ldw7p,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1079.png,[],review,,,,,,,,,
samples.59,,sv9667wag,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1080.png,[],review,,,,,,,,,
samples.60,,s7lftr8eq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1081.png,[],review,,,,,,,,,
samples.61,,s05lji5rk,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1082.png,,review,bounding-box,19199050874959833,0.5722222222222222,0.4888888888888889,0.42063492063492064,0.5682539682539682,100kmh,,#2196f3
samples.62,,s22sjjfrf,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1083.png,[],review,,,,,,,,,
samples.63,,sgubl7dvd,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1084.png,[],review,,,,,,,,,
samples.64,,s8wkx7q1w,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1085.png,[],review,,,,,,,,,
samples.65,,swppw9khb,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img11.png,[],review,,,,,,,,,
samples.66,,se47sxjod,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img12.png,[],review,,,,,,,,,
samples.67,,scec62w1t,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img13.png,[],review,,,,,,,,,
samples.68,,sim6m1sdx,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img14.png,,review,bounding-box,5734903757682883,0.3253968253968254,0.6563492063492063,0.18412698412698414,0.38888888888888884,100kmh,,#2196f3
samples.69,,sw8z4zs6h,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img15.png,,review,bounding-box,19502261527702403,0.7103174603174603,0.15555555555555556,0.24603174603174605,0.2857142857142857,100kmh,,#2196f3
samples.70,,svyksrr1e,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1539.png,,review,bounding-box,8486411186591709,0.753968253968254,0.5365079365079365,0.16507936507936516,0.27619047619047626,100kmh,,#2196f3
samples.71,,skvxfnk1x,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1540.png,,review,bounding-box,13496959292184973,0.8134920634920635,0.32380952380952377,0.12857142857142856,0.23809523809523808,100kmh,,#2196f3
samples.72,,s1dwomoco,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1541.png,[],review,,,,,,,,,
samples.73,,s7exhz32l,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1542.png,,review,bounding-box,12230448281287298,0.5682539682539682,0.584920634920635,0.1650793650793651,0.27777777777777773,100kmh,,#2196f3
samples.74,,s07qthm1g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1543.png,,review,bounding-box,8698434553952616,0.6507936507936508,0.6031746031746033,0.1428571428571428,0.20000000000000007,100kmh,,#2196f3
samples.75,,sa5izguj8,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1544.png,,review,bounding-box,31954350185708735,0.8388888888888889,0.5952380952380952,0.1412698412698412,0.19365079365079363,100kmh,,#2196f3
samples.76,,seyvbxmpj,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1545.png,[],review,,,,,,,,,
samples.77,,sqnip14tu,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1546.png,[],review,,,,,,,,,
samples.78,,sv3kmxm6f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1547.png,,review,bounding-box,5339930616108244,0.4992063492063492,0.473015873015873,0.20476190476190476,0.3746031746031746,100kmh,,#2196f3
samples.79,,sgbz7ohi7,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1548.png,[],review,,,,,,,,,
samples.80,,spd25md9l,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1549.png,[],review,,,,,,,,,
samples.81,,s8a3mazht,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1550.png,[],review,,,,,,,,,
samples.82,,soi0mxogq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1551.png,[],review,,,,,,,,,
samples.83,,sc0ov4tul,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1552.png,[],review,,,,,,,,,
samples.84,,su8qkbom4,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1553.png,,review,bounding-box,8209862425824161,0.3277777777777778,0.6714285714285715,0.19523809523809524,0.3873015873015873,100kmh,,#2196f3
samples.85,,sz8pnet5o,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1554.png,,review,bounding-box,3599431575776353,0.780952380952381,0.19285714285714287,0.17460317460317465,0.30952380952380953,100kmh,,#2196f3
samples.86,,sqmhkk9na,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1555.png,[],review,,,,,,,,,
samples.87,,sj0j4q5t4,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1556.png,[],review,,,,,,,,,
samples.88,,sxh8on7lu,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1557.png,[],review,,,,,,,,,
samples.89,,srmcjygpq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1558.png,[],review,,,,,,,,,
samples.90,,s8lg5bmkh,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1559.png,,review,bounding-box,7341062758417649,0.8761904761904762,0.49444444444444446,0.17460317460317465,0.20793650793650792,100kmh,,#2196f3
samples.91,,swo9wpvvu,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1560.png,,review,bounding-box,6237984090205815,0.21349206349206348,0.4722222222222222,0.20476190476190476,0.2746031746031747,100kmh,,#2196f3
samples.92,,sskzsozjj,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1561.png,[],review,,,,,,,,,
samples.93,,skp2mes1a,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1562.png,[],review,,,,,,,,,
samples.94,,sc67nfooc,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1563.png,[],review,,,,,,,,,
samples.95,,s3ni57v7f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1564.png,[],review,,,,,,,,,
samples.96,,shdk7e0mp,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1565.png,[],review,,,,,,,,,
samples.97,,sl3ip045f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1566.png,[],review,,,,,,,,,
samples.98,,s2au0w209,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1567.png,[],review,,,,,,,,,
samples.99,,sbn131wot,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1568.png,[],review,,,,,,,,,
samples.100,,s00jz609d,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1569.png,[],review,,,,,,,,,
samples.101,,s3w1f4mc4,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1570.png,[],review,,,,,,,,,
samples.102,,sqrno796o,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1571.png,[],review,,,,,,,,,
samples.103,,s7hpx1kaf,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1572.png,[],review,,,,,,,,,
samples.104,,ser20kx6f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1573.png,,review,bounding-box,72393721300736,0.21666666666666667,0.7896825396825397,0.12857142857142856,0.19206349206349205,100kmh,,#2196f3
samples.105,,snr8412qc,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1574.png,,review,bounding-box,03589836849407213,0.17142857142857146,0.6246031746031746,0.2698412698412699,0.3952380952380952,100kmh,,#2196f3
samples.106,,s1k5rbodk,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1575.png,,review,bounding-box,10383069745307849,0.792063492063492,0.48571428571428577,0.2507936507936508,0.3873015873015873,100kmh,,#2196f3
samples.107,,so5s6m8id,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1576.png,,review,bounding-box,7290249713097092,0.6984126984126984,0.7079365079365079,0.32698412698412704,0.5428571428571428,100kmh,,#2196f3
samples.108,,strmxj6hf,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1577.png,,review,bounding-box,44963067249704447,0.4126984126984127,0.4992063492063492,0.15873015873015872,0.33809523809523806,100kmh,,#2196f3
samples.109,,svjlpen7x,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1578.png,,review,bounding-box,9997579573552087,0.21031746031746035,0.4301587301587302,0.25873015873015875,0.48888888888888893,100kmh,,#2196f3
samples.110,,sew2w9nsr,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1579.png,[],review,,,,,,,,,
samples.111,,sklll06dg,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1580.png,[],review,,,,,,,,,
samples.112,,sqhxt1gsb,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1581.png,[],review,,,,,,,,,
samples.113,,s3u49csdq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1582.png,[],review,,,,,,,,,
samples.114,,s08hbjkxo,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1583.png,,review,bounding-box,6083982673810229,0.5103174603174603,0.48571428571428577,0.23333333333333334,0.43809523809523815,100kmh,,#2196f3
samples.115,,sw39qim2j,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1584.png,,review,bounding-box,9915511153025225,0.5595238095238095,0.3484126984126984,0.646031746031746,0.6206349206349205,100kmh,,#2196f3
samples.116,,sqpiwyz0c,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1585.png,[],review,,,,,,,,,
samples.117,,s8kjdbcai,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1586.png,,review,bounding-box,15330464006525668,0.4865079365079365,0.49444444444444446,0.3634920634920634,0.8682539682539683,100kmh,,#2196f3
samples.118,,sss4206qi,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1587.png,[],review,,,,,,,,,
samples.119,,skjiadkmd,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1588.png,[],review,,,,,,,,,
samples.120,,sfw5jb5jc,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1589.png,[],review,,,,,,,,,
samples.121,,spvp237f1,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1590.png,[],review,,,,,,,,,
samples.122,,svgfoc31o,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1591.png,[],review,,,,,,,,,
samples.123,,scnhoxtij,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1592.png,[],review,,,,,,,,,
samples.124,,sjvvlmgv2,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1593.png,[],review,,,,,,,,,
samples.125,,sjma5nfol,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1594.png,[],review,,,,,,,,,
samples.126,,slwh21o69,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1595.png,,review,bounding-box,2151896815306611,0.5634920634920635,0.5,0.3460317460317461,0.5619047619047619,100kmh,,#2196f3
samples.127,,sndzsjy9g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1596.png,[],review,,,,,,,,,
samples.128,,s3xv5j5gk,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1597.png,[],review,,,,,,,,,
samples.129,,s3av91s2f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img1598.png,[],review,,,,,,,,,
samples.130,,sr9cajisr,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img16.png,[],review,,,,,,,,,
samples.131,,s5zc9wn79,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img17.png,[],review,,,,,,,,,
samples.132,,sffmovfci,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img18.png,[],review,,,,,,,,,
samples.133,,sq7otfsfg,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img19.png,,review,bounding-box,0878023994722763,0.6777777777777778,0.28888888888888886,0.14920634920634923,0.2571428571428571,100kmh,,#2196f3
samples.134,,sj7y25r5r,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2.png,[],review,,,,,,,,,
samples.135,,s3ifbmjwh,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img20.png,[],review,,,,,,,,,
samples.136,,s2yth3jll,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2052.png,[],review,,,,,,,,,
samples.137,,snfhu3tw6,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2053.png,[],review,,,,,,,,,
samples.138,,swfnsijz3,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2054.png,[],review,,,,,,,,,
samples.139,,seoxfn6cx,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2055.png,[],review,,,,,,,,,
samples.140,,skpbygbfd,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2056.png,[],review,,,,,,,,,
samples.141,,s0grflwcd,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2057.png,[],review,,,,,,,,,
samples.142,,sqkfvs0lf,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2058.png,[],review,,,,,,,,,
samples.143,,sgqw4119t,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2059.png,[],review,,,,,,,,,
samples.144,,sl5egs9ot,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2060.png,,review,bounding-box,16321378759749594,0.4984126984126984,0.48730158730158735,0.2095238095238095,0.3904761904761905,100kmh,,#2196f3
samples.145,,sjke2j8k3,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2061.png,[],review,,,,,,,,,
samples.146,,swtg0wex9,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2062.png,[],review,,,,,,,,,
samples.147,,skbvgexnh,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2063.png,[],review,,,,,,,,,
samples.148,,s251ubemc,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2064.png,[],review,,,,,,,,,
samples.149,,scd8xilpw,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2065.png,[],review,,,,,,,,,
samples.150,,sl9tjdxwm,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2066.png,,review,bounding-box,8826055183919121,0.3055555555555555,0.6412698412698413,0.24603174603174602,0.37460317460317466,100kmh,,#2196f3
samples.151,,sua855703,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2067.png,,review,bounding-box,3393677380957847,0.8206349206349206,0.2285714285714286,0.1682539682539682,0.326984126984127,100kmh,,#2196f3
samples.152,,sp98a85vq,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2068.png,[],review,,,,,,,,,
samples.153,,s5rk6wm1v,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2069.png,[],review,,,,,,,,,
samples.154,,sl4e2btgf,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2070.png,[],review,,,,,,,,,
samples.155,,sbl0cwyd8,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2071.png,,review,bounding-box,4717512183443573,0.7007936507936507,0.3015873015873016,0.14761904761904765,0.2507936507936508,100kmh,,#2196f3
samples.156,,se3emegno,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2072.png,[],review,,,,,,,,,
samples.157,,sci6ilz9f,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2073.png,[],review,,,,,,,,,
samples.158,,sp1k2nvlp,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2074.png,[],review,,,,,,,,,
samples.159,,salr2hf75,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2075.png,[],review,,,,,,,,,
samples.160,,syofrac3g,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2076.png,[],review,,,,,,,,,
samples.161,,ssd3gmq27,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2077.png,[],review,,,,,,,,,
samples.162,,shehpahk5,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2078.png,[],review,,,,,,,,,
samples.163,,sn200x6sb,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2079.png,[],review,,,,,,,,,
samples.164,,seq0y6ruw,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2080.png,[],review,,,,,,,,,
samples.165,,siw5i48u6,file:///Users/jeffreyli/Documents/APS360 project/aug data/100kmh/img2081.png,[],review,,,,,,,,,
