path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.color,annotation.1.regionType,annotation.1.id,annotation.1.centerX,annotation.1.centerY,annotation.1.width,annotation.1.height,annotation.1.classification,annotation.1.color,annotation.0.labels,annotation.1.labels,annotation.0.points.0.x,annotation.0.points.0.y,annotation.0.points.1.x,annotation.0.points.1.y,annotation.0.points.2.x,annotation.0.points.2.y,annotation.0.points.3.x,annotation.0.points.3.y
samples.18,,s2j69rwww,file:///Users/stephaniewong/Desktop/yield/img1018.png,complete,,bounding-box,9307365362545840,0.32519280205655526,0.5417737789203085,0.17994858611825193,0.19151670951156807,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.19,,s7uqnd41u,file:///Users/stephaniewong/Desktop/yield/img1019.png,complete,,bounding-box,7259655878128124,0.6465295629820051,0.3856041131105399,0.18251928020565544,0.19794344473007713,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.20,,s85skma9d,file:///Users/stephaniewong/Desktop/yield/img1020.png,complete,,bounding-box,3251095008702496,0.4948586118251928,0.3888174807197944,0.1748071979434448,0.20179948586118251,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.21,,si16c7vtf,file:///Users/stephaniewong/Desktop/yield/img1021.png,complete,,bounding-box,7998926731791254,0.5392030848329049,0.6073264781491003,0.19408740359897175,0.1709511568123393,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.22,,soi1e9m4c,file:///Users/stephaniewong/Desktop/yield/img1022.png,complete,,bounding-box,8762714757326246,0.359254498714653,0.2827763496143959,0.21465295629820053,0.1979434447300771,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.23,,sszryna1c,file:///Users/stephaniewong/Desktop/yield/img1023.png,complete,,bounding-box,36150931724403950,0.7326478149100257,0.4730077120822622,0.1516709511568124,0.15681233933161948,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.24,,smfieqpjk,file:///Users/stephaniewong/Desktop/yield/img1024.png,complete,,bounding-box,33377331843738744,0.4832904884318766,0.320694087403599,0.14395886889460158,0.15038560411311055,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.25,,sy2rjomue,file:///Users/stephaniewong/Desktop/yield/img1025.png,complete,,bounding-box,722154729963723,0.4010282776349614,0.7217223650385605,0.12596401028277632,0.19151670951156807,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.26,,syqdz8rz2,file:///Users/stephaniewong/Desktop/yield/img1468.png,complete,,bounding-box,8139291113455875,0.8155526992287918,0.237146529562982,0.1812339331619538,0.2737789203084833,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.27,,s5uvp6svv,file:///Users/stephaniewong/Desktop/yield/img1469.png,complete,,bounding-box,03995115218707346,0.35218508997429304,0.39974293059125965,0.16709511568123392,0.22622107969151672,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.28,,srtez2jc6,file:///Users/stephaniewong/Desktop/yield/img1470.png,complete,,bounding-box,2374150149146692,0.7782776349614395,0.35411311053984573,0.12724935732647824,0.12724935732647819,yield,#f44336,bounding-box,06626583995913826,0.2223650385604113,0.35411311053984573,0.08226221079691518,0.10154241645244216,yield,#f44336,,,,,,,,,,
samples.29,,s5p9jaw4q,file:///Users/stephaniewong/Desktop/yield/img1471.png,complete,,bounding-box,8984381222591091,0.18894601542416453,0.3097686375321337,0.10025706940874035,0.12853470437017991,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.30,,s9x2jkegh,file:///Users/stephaniewong/Desktop/yield/img1472.png,complete,,bounding-box,03325034666671578,0.09318766066838047,0.243573264781491,0.10154241645244216,0.12982005141388175,yield,#f44336,bounding-box,04041785332206538,0.8598971722365039,0.19023136246786632,0.17480719794344468,0.22107969151670948,yield,#f44336,,,,,,,,,,
samples.31,,sx2byynwe,file:///Users/stephaniewong/Desktop/yield/img1473.png,complete,,bounding-box,9547078403613348,0.41002570694087404,0.3020565552699229,0.07712082262210795,0.10796915167095117,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.32,,s2pqb3eoq,file:///Users/stephaniewong/Desktop/yield/img1474.png,complete,,bounding-box,16410652554944272,0.724293059125964,0.505784061696658,0.37660668380462725,0.6413881748071979,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.33,,s6uvqqk8k,file:///Users/stephaniewong/Desktop/yield/img1475.png,complete,,bounding-box,21180918515798308,0.7416452442159382,0.36053984575835474,0.23136246786632386,0.2917737789203085,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.34,,spidah068,file:///Users/stephaniewong/Desktop/yield/img1476.png,complete,,bounding-box,42927035791538110,0.6561696658097687,0.359254498714653,0.448586118251928,0.6053984575835476,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.35,,szxwaekim,file:///Users/stephaniewong/Desktop/yield/img1477.png,complete,,bounding-box,37984536997606776,0.8136246786632391,0.2847043701799486,0.21850899742930596,0.2377892030848329,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.36,,swuzbv0fw,file:///Users/stephaniewong/Desktop/yield/img1478.png,complete,,bounding-box,6064542001526845,0.7082262210796915,0.275706940874036,0.3187660668380462,0.3380462724935733,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.37,,svh9zikzf,file:///Users/stephaniewong/Desktop/yield/img1479.png,complete,,bounding-box,25388274334509276,0.3348329048843187,0.4035989717223651,0.4331619537275064,0.6169665809768639,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.38,,sg14zgkih,file:///Users/stephaniewong/Desktop/yield/img1480.png,complete,,bounding-box,17397573648615428,0.7320051413881749,0.44794344473007713,0.08611825192802058,0.10925449871465298,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.39,,snjrrswwd,file:///Users/stephaniewong/Desktop/yield/img1481.png,complete,,bounding-box,4372231607927486,0.13431876606683804,0.512853470437018,0.06812339331619537,0.0874035989717224,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.40,,sw60m0gg8,file:///Users/stephaniewong/Desktop/yield/img1482.png,complete,,bounding-box,6336433781597366,0.2429305912596401,0.30912596401028275,0.048843187660668363,0.07326478149100257,yield,#f44336,bounding-box,008699669702838753,0.7416452442159382,0.3875321336760925,0.07455012853470444,0.09125964010282778,yield,#f44336,,,,,,,,,,
samples.41,,sx2be7h0k,file:///Users/stephaniewong/Desktop/yield/img1483.png,complete,,bounding-box,7079306787252926,0.18444730077120824,0.3759640102827764,0.08097686375321336,0.09125964010282778,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.42,,slvffmbyk,file:///Users/stephaniewong/Desktop/yield/img1484.png,complete,,bounding-box,29050636281853024,0.17802056555269924,0.6176092544987146,0.07326478149100257,0.09125964010282772,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.43,,s2t2xem47,file:///Users/stephaniewong/Desktop/yield/img1485.png,complete,,bounding-box,6465549946755114,0.9723650385604112,0.6156812339331619,0.042416452442159414,0.07712082262210795,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.44,,svdr9m61v,file:///Users/stephaniewong/Desktop/yield/img1486.png,complete,,bounding-box,7076498574315384,0.6767352185089974,0.4877892030848329,0.07326478149100257,0.08868894601542421,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.45,,squcuj1v9,file:///Users/stephaniewong/Desktop/yield/img1487.png,complete,[],,,,,,,,,,,,,,,,,,,,,,,,,,
samples.46,,s8mg3lo9o,file:///Users/stephaniewong/Desktop/yield/img1488.png,complete,,bounding-box,1725602667208017,0.06041131105398457,0.44215938303341906,0.10282776349614395,0.17480719794344474,yield,#f44336,bounding-box,9309153436349372,0.6876606683804627,0.33483290488431877,0.11311053984575836,0.12210796915167099,yield,#f44336,,,,,,,,,,
samples.47,,s4gx1xvk2,file:///Users/stephaniewong/Desktop/yield/img1489.png,complete,,bounding-box,6715789452299938,0.07712082262210797,0.2422879177377892,0.09511568123393316,0.12724935732647819,yield,#f44336,bounding-box,1566805402917435,0.7789203084832905,0.18508997429305912,0.10025706940874035,0.11053984575835474,yield,#f44336,,,,,,,,,,
samples.48,,spg88desn,file:///Users/stephaniewong/Desktop/yield/img1490.png,complete,,bounding-box,656037859776091,0.45501285347043696,0.3534704370179948,0.41902313624678655,0.5629820051413881,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.49,,snvuwuqpy,file:///Users/stephaniewong/Desktop/yield/img1491.png,complete,,bounding-box,9018369527416834,0.2827763496143959,0.455012853470437,0.05141388174807199,0.05655526992287918,yield,#f44336,bounding-box,9176100584931182,0.5829048843187661,0.4376606683804627,0.06041131105398456,0.05526992287917737,yield,#f44336,,,,,,,,,,
samples.50,,swz2f7kv6,file:///Users/stephaniewong/Desktop/yield/img1492.png,complete,,bounding-box,5420409051844792,0.9132390745501285,0.3688946015424165,0.06812339331619532,0.07197943444730076,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.51,,steh4zrmq,file:///Users/stephaniewong/Desktop/yield/img1493.png,complete,,bounding-box,32501019138747370,0.5996143958868895,0.2519280205655527,0.07840616966580982,0.08226221079691518,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.52,,sxsy7lvip,file:///Users/stephaniewong/Desktop/yield/img1494.png,complete,,bounding-box,4917874472852868,0.2011568123393316,0.24742930591259638,0.050128534704370176,0.06298200514138816,yield,#f44336,bounding-box,13611517531907612,0.7236503856041131,0.2474293059125964,0.04884318766066831,0.07840616966580977,yield,#f44336,,,,,,,,,,
samples.53,,said3d96k,file:///Users/stephaniewong/Desktop/yield/img1495.png,complete,[],,,,,,,,,,,,,,,,,,,,,,,,,,
samples.54,,s7po0b8fz,file:///Users/stephaniewong/Desktop/yield/img1496.png,complete,,bounding-box,2820160743212061,0.8984575835475579,0.39652956298200515,0.06940874035989719,0.07326478149100257,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.55,,shsbty6ud,file:///Users/stephaniewong/Desktop/yield/img1497.png,complete,,bounding-box,2905068830131756,0.6677377892030848,0.2037275064267352,0.07326478149100257,0.10668380462724936,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.56,,s0cwome7f,file:///Users/stephaniewong/Desktop/yield/img1498.png,complete,,bounding-box,6429316084680543,0.4408740359897172,0.20629820051413883,0.11568123393316193,0.16580976863753216,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.57,,sgz2srh1r,file:///Users/stephaniewong/Desktop/yield/img1499.png,complete,,bounding-box,2099610908491667,0.44280205655526994,0.3232647814910026,0.06555269922879176,0.09640102827763497,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.58,,syg1ow5hn,file:///Users/stephaniewong/Desktop/yield/img1500.png,complete,[],,,,,,,,,,,,,,,,,,,,,,,,,,
samples.59,,su5v3c2y2,file:///Users/stephaniewong/Desktop/yield/img1501.png,complete,,bounding-box,06430124842700913,0.5501285347043702,0.2969151670951157,0.1413881748071979,0.20308483290488433,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.60,,sfim0369a,file:///Users/stephaniewong/Desktop/yield/img1502.png,complete,,bounding-box,5391346276013651,0.4498714652956298,0.2622107969151671,0.07197943444730082,0.08997429305912594,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.61,,suh7pw8l6,file:///Users/stephaniewong/Desktop/yield/img1503.png,complete,[],,,,,,,,,,,,,,,,,,,,,,,,,,
samples.62,,sriw17f4s,file:///Users/stephaniewong/Desktop/yield/img1504.png,complete,,bounding-box,24363309764312624,0.4556555269922879,0.30526992287917737,0.13753213367609252,0.21208226221079693,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.63,,sa0ybxmmq,file:///Users/stephaniewong/Desktop/yield/img1505.png,complete,,bounding-box,05199257759515907,0.4948586118251928,0.23329048843187664,0.4215938303341903,0.42544987146529567,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.64,,s8jztjiud,file:///Users/stephaniewong/Desktop/yield/img1506.png,complete,,bounding-box,6277099952980039,0.3123393316195373,0.20179948586118251,0.11825192802056556,0.21850899742930593,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.65,,sqa8gu0db,file:///Users/stephaniewong/Desktop/yield/img1507.png,complete,,bounding-box,7864570790788086,0.6670951156812339,0.7339331619537275,0.17480719794344468,0.2005141388174807,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.66,,spb83b1tc,file:///Users/stephaniewong/Desktop/yield/img1508.png,complete,,bounding-box,45777540803452,0.33354755784061696,0.5559125964010283,0.20437017994858608,0.20179948586118251,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.67,,shwb37n9f,file:///Users/stephaniewong/Desktop/yield/img1509.png,complete,,bounding-box,26311487633190532,0.3290488431876607,0.4434447300771208,0.16195372750642673,0.16195372750642673,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.68,,s1ex0kh1m,file:///Users/stephaniewong/Desktop/yield/img1510.png,complete,,bounding-box,7695436911671159,0.4858611825192802,0.7480719794344473,0.19023136246786632,0.24421593830334187,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.69,,sqw6e3so9,file:///Users/stephaniewong/Desktop/yield/img1511.png,complete,,bounding-box,9458108589259626,0.6902313624678663,0.31362467866323906,0.18508997429305918,0.1773778920308483,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.70,,sqam00k6z,file:///Users/stephaniewong/Desktop/yield/img1512.png,complete,,bounding-box,27792037165486730,0.4839331619537275,0.6259640102827764,0.1478149100257069,0.18508997429305918,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.71,,s3fm1i1ok,file:///Users/stephaniewong/Desktop/yield/img1513.png,complete,,bounding-box,667379293090874,0.20051413881748073,0.41452442159383035,0.19794344473007713,0.1838046272493573,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.72,,s8zceeria,file:///Users/stephaniewong/Desktop/yield/img1514.png,complete,,bounding-box,6218209473252965,0.7101542416452442,0.46465295629820047,0.19665809768637532,0.14524421593830333,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.73,,s4waow44c,file:///Users/stephaniewong/Desktop/yield/img1515.png,complete,,bounding-box,44111919846347130,0.6786632390745502,0.42159383033419023,0.19023136246786632,0.16195372750642678,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.74,,skrvhlaxe,file:///Users/stephaniewong/Desktop/yield/img1516.png,complete,,bounding-box,43565943399953570,0.550771208226221,0.5616966580976863,0.1812339331619537,0.19794344473007708,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.75,,s1rgs8h28,file:///Users/stephaniewong/Desktop/yield/img1517.png,complete,,bounding-box,369827841611577,0.5340616966580977,0.1973007712082262,0.13753213367609257,0.2120822622107969,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.76,,smm3xm0ov,file:///Users/stephaniewong/Desktop/yield/img1518.png,complete,,bounding-box,13958063737109284,0.5809768637532133,0.22622107969151672,0.16452442159383035,0.23136246786632392,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.77,,sjobybc2e,file:///Users/stephaniewong/Desktop/yield/img1519.png,complete,,bounding-box,34877772762938490,0.7930591259640103,0.46465295629820047,0.21593830334190223,0.14010282776349609,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.78,,s9em4ncsj,file:///Users/stephaniewong/Desktop/yield/img1520.png,complete,,bounding-box,9555366734149528,0.2583547557840617,0.6426735218508997,0.17994858611825193,0.16966580976863754,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.79,,swt6zr02z,file:///Users/stephaniewong/Desktop/yield/img1521.png,complete,,bounding-box,9913047856136484,0.5494858611825193,0.4961439588688946,0.16323907455012848,0.1516709511568124,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.80,,sz6bfpatf,file:///Users/stephaniewong/Desktop/yield/img1522.png,complete,,bounding-box,1757512655329676,0.32005141388174807,0.7410025706940875,0.16966580976863754,0.22493573264781486,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.81,,sslcyewrh,file:///Users/stephaniewong/Desktop/yield/img1523.png,complete,,bounding-box,3461277062053165,0.2525706940874036,0.5276349614395887,0.1992287917737789,0.1992287917737789,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.82,,sbuqsgdvk,file:///Users/stephaniewong/Desktop/yield/img1524.png,complete,,bounding-box,8528030953951948,0.6086118251928021,0.6298200514138818,0.1683804627249358,0.2107969151670952,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.83,,spho19s7a,file:///Users/stephaniewong/Desktop/yield/img1525.png,complete,,bounding-box,20073624603302950,0.6259640102827764,0.7230077120822622,0.16709511568123392,0.18894601542416445,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.84,,sey79cunm,file:///Users/stephaniewong/Desktop/yield/img1526.png,complete,,bounding-box,2986948645041332,0.743573264781491,0.5224935732647815,0.1580976863753214,0.1452442159383034,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.85,,s339bglri,file:///Users/stephaniewong/Desktop/yield/img1527.png,complete,,bounding-box,3151515432420573,0.5488431876606684,0.5430591259640103,0.14138817480719795,0.13239074550128538,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.86,,s79bs55fk,file:///Users/stephaniewong/Desktop/yield/img1528.png,complete,,bounding-box,7065588637420337,0.5295629820051414,0.40616966580976865,0.15424164524421596,0.20308483290488427,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.87,,s6r8cbvkx,file:///Users/stephaniewong/Desktop/yield/img1529.png,complete,,bounding-box,7916768514192356,0.4344473007712082,0.6760925449871465,0.1722365038560411,0.21850899742930596,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.88,,skjwcaw66,file:///Users/stephaniewong/Desktop/yield/img1530.png,complete,,bounding-box,5291064931035903,0.2802056555269923,0.7679948586118253,0.1645244215938303,0.2172236503856041,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.89,,s2q2ditgb,file:///Users/stephaniewong/Desktop/yield/img1531.png,complete,,bounding-box,48642469812409784,0.32583547557840614,0.5629820051413882,0.17609254498714652,0.16709511568123392,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.90,,shi5jgq8o,file:///Users/stephaniewong/Desktop/yield/img1532.png,complete,,bounding-box,29898183727545824,0.5745501285347043,0.33354755784061696,0.18508997429305912,0.17609254498714652,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.91,,sogslxtmq,file:///Users/stephaniewong/Desktop/yield/img1533.png,complete,,bounding-box,2200153275779042,0.48586118251928023,0.3888174807197944,0.17480719794344474,0.20437017994858614,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.92,,sczxyrpcw,file:///Users/stephaniewong/Desktop/yield/img1534.png,complete,,bounding-box,2808692678632352,0.557840616966581,0.6066838046272494,0.1876606683804628,0.15938303341902316,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.93,,s2t9drxw6,file:///Users/stephaniewong/Desktop/yield/img1535.png,complete,,bounding-box,12767208312967536,0.32583547557840614,0.2898457583547558,0.2197943444730077,0.2069408740359897,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.94,,stv5i2emw,file:///Users/stephaniewong/Desktop/yield/img1536.png,complete,,bounding-box,4284716254616834,0.7037275064267352,0.42287917737789205,0.14267352185089976,0.15681233933161948,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.95,,sfkf82jfi,file:///Users/stephaniewong/Desktop/yield/img1537.png,complete,,bounding-box,17843896738540544,0.4697943444730077,0.3264781491002571,0.13496143958868895,0.16709511568123392,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.96,,s16y3qlbw,file:///Users/stephaniewong/Desktop/yield/img1538.png,complete,,bounding-box,037042411999887115,0.41902313624678666,0.7339331619537275,0.12853470437017994,0.15681233933161953,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.97,,syq6mvsfy,file:///Users/stephaniewong/Desktop/yield/img1981.png,complete,,bounding-box,6437492333463455,0.8412596401028278,0.26478149100257065,0.15552699228791778,0.2570694087403599,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.98,,suat6yina,file:///Users/stephaniewong/Desktop/yield/img1982.png,complete,,bounding-box,04047421397896156,0.40681233933161953,0.34061696658097684,0.14010282776349614,0.22879177377892032,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.99,,sbuqnjnab,file:///Users/stephaniewong/Desktop/yield/img1983.png,complete,,bounding-box,25246249879934024,0.20565552699228792,0.4010282776349614,0.07455012853470439,0.09768637532133678,yield,#f44336,bounding-box,9211989651946092,0.7519280205655527,0.31426735218508994,0.09254498714652948,0.11182519280205655,yield,#f44336,,,,,,,,,,
samples.100,,sj9rbzkvh,file:///Users/stephaniewong/Desktop/yield/img1984.png,complete,,bounding-box,5964659838477442,0.2962724935732648,0.19794344473007713,0.08611825192802058,0.11311053984575836,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.101,,snp6ad4g9,file:///Users/stephaniewong/Desktop/yield/img1985.png,complete,,bounding-box,6313114104354045,0.21143958868894602,0.10539845758354754,0.06555269922879178,0.10282776349614395,yield,#f44336,bounding-box,9104595765941184,0.9357326478149101,0.3296915167095116,0.12082262210796912,0.2120822622107969,yield,#f44336,,,,,,,,,,
samples.102,,svvzgbyzn,file:///Users/stephaniewong/Desktop/yield/img1986.png,complete,[],,,,,,,,,,,,,,,,,,,,,,,,,,
samples.103,,sktka3t3k,file:///Users/stephaniewong/Desktop/yield/img1987.png,complete,,bounding-box,6510302880462269,0.7024421593830334,0.5019280205655526,0.3920308483290489,0.6053984575835475,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.104,,s5e9nxqb6,file:///Users/stephaniewong/Desktop/yield/img1988.png,complete,,bounding-box,45095814842560536,0.6889460154241644,0.3123393316195373,0.2365038560411311,0.2982005141388175,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.105,,sp6fx2gmg,file:///Users/stephaniewong/Desktop/yield/img1989.png,complete,,bounding-box,1806378217651914,0.6645244215938303,0.3708226221079691,0.42673521850899737,0.6105398457583547,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.106,,sqw1425im,file:///Users/stephaniewong/Desktop/yield/img1990.png,complete,,bounding-box,07540925735824988,0.768637532133676,0.2384318766066838,0.18508997429305907,0.2455012853470437,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.107,,s2bm4hl2f,file:///Users/stephaniewong/Desktop/yield/img1991.png,complete,,bounding-box,37531721756744504,0.5552699228791774,0.2159383033419023,0.2750642673521851,0.34704370179948585,yield,#f44336,,,,,,,,,,,,,,,,,,
samples.108,,sr8gs1yua,file:///Users/stephaniewong/Desktop/yield/img1992.png,complete,,bounding-box,09786049728623314,0.2956298200514139,0.44858611825192807,0.40102827763496146,0.5886889460154242,yield,#f44336,,,,,,,,,,,,,,,,,,
