path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.color,annotation.0.labels.0
samples.11,,sv98z4py8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1088.png,complete,,bounding-box,9267744531601945,0.658179012345679,0.6583333309785819,0.2021604938271605,0.23456790123456783,,#ff0000,30kmh
samples.12,,sosq5rut8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1089.png,complete,[],,,,,,,,,
samples.13,,sa5rfxbzk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img109.png,complete,,bounding-box,7985528995442179,0.7006172839506173,0.6374999976452486,0.2098765432098766,0.22685185185185186,,#ff0000,30kmh
samples.14,,si95erlop,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1090.png,complete,,bounding-box,3816315368133363,0.31790123456790126,0.38441357789216213,0.24382716049382716,0.28240740740740733,,#ff0000,30kmh
samples.15,,sbegko3xq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1091.png,complete,,bounding-box,3590267743532247,0.5108024691358025,0.7925925902378412,0.18518518518518517,0.2870370370370371,,#ff0000,30kmh
samples.16,,saf0cyxbq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1092.png,complete,,bounding-box,28772142383550925,0.6242283950617284,0.7154320964106806,0.14660493827160492,0.26543209876543206,,#ff0000,30kmh
samples.17,,sasl9ep03,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1093.png,complete,,bounding-box,9560943859109121,0.2330246913580247,0.6521604914724091,0.19444444444444448,0.2962962962962963,,#ff0000,30kmh
samples.18,,s38n5mj27,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1094.png,complete,,bounding-box,14330840639536047,0.3387345679012346,0.5672839482625326,0.1743827160493827,0.1882716049382716,,#ff0000,30kmh
samples.19,,s29djr113,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1095.png,complete,,bounding-box,7597142107544956,0.29012345679012347,0.21388888653413748,0.19753086419753088,0.23765432098765432,,#ff0000,30kmh
samples.20,,s4c11matd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1096.png,complete,,bounding-box,8497420225738599,0.2438271604938272,0.15524691122549553,0.12345679012345681,0.20679012345679013,,#ff0000,30kmh
samples.21,,sijyn82ow,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1097.png,complete,,bounding-box,783670943389966,0.3256172839506173,0.22700617048475477,0.12345679012345678,0.1867283950617284,,#ff0000,30kmh
samples.22,,sozu3x46i,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1098.png,complete,,bounding-box,24967614703154206,0.7083333333333334,0.2162037013489523,0.10802469135802473,0.18981481481481483,,#ff0000,30kmh
samples.23,,smo0rrwcs,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1099.png,complete,,bounding-box,9660944912225033,0.2716049382716049,0.27021604702796465,0.12962962962962962,0.16512345679012344,,#ff0000,30kmh
samples.24,,sh036nfsd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img110.png,complete,,bounding-box,6030146022339442,0.44907407407407407,0.33811728159586585,0.15740740740740744,0.1867283950617284,,#ff0000,30kmh
samples.25,,s6fx883mo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1100.png,complete,,bounding-box,35484787483627245,0.44367283950617287,0.18611110875635972,0.20524691358024688,0.22839506172839508,,#ff0000,30kmh
samples.26,,s696091aq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1101.png,complete,,bounding-box,4979680182329673,0.6080246913580247,0.30648147912673007,0.14197530864197527,0.19753086419753085,,#ff0000,30kmh
samples.27,,sft5wjjqc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1102.png,complete,,bounding-box,5478831709567589,0.6026234567901234,0.4723765408551251,0.3780864197530864,0.507716049382716,,#ff0000,30kmh
samples.28,,sw4mdgioe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1103.png,complete,,bounding-box,46906842309023644,0.2716049382716049,0.28564814579339676,0.19753086419753085,0.22067901234567902,,#ff0000,30kmh
samples.29,,stge6iac7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1104.png,complete,,bounding-box,04785456558225132,0.3117283950617284,0.3712962939415449,0.20679012345679013,0.2407407407407407,,#ff0000,30kmh
samples.30,,svqka4q3r,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1105.png,complete,,bounding-box,8975350828441724,0.3611111111111111,0.2547839482625326,0.1728395061728395,0.23919753086419754,,#ff0000,30kmh
samples.31,,sz55oturi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1106.png,complete,,bounding-box,9617499478610256,0.5208333333333334,0.6706790099909277,0.18055555555555558,0.25,,#ff0000,30kmh
samples.32,,suk0k3m3n,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1107.png,complete,,bounding-box,8720637242907823,0.691358024691358,0.49166666431191525,0.18518518518518523,0.16975308641975306,,#ff0000,30kmh
samples.33,,spo8d8lct,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1108.png,complete,,bounding-box,7599499181431355,0.3132716049382716,0.19459876307734736,0.16358024691358022,0.21450617283950618,,#ff0000,30kmh
samples.34,,s4qyk8rro,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1109.png,complete,,bounding-box,925456852759365,0.27469135802469136,0.42299382480574244,0.16666666666666666,0.17746913580246915,,#ff0000,30kmh
samples.35,,sfbr9unqc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img111.png,complete,,bounding-box,7731647869805303,0.6064814814814815,0.5047839482625325,0.13888888888888884,0.1527777777777778,,#ff0000,30kmh
samples.36,,spy1d8x7n,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1110.png,complete,,bounding-box,26417664775810734,0.3595679012345679,0.4762345655464832,0.12654320987654322,0.13271604938271608,,#ff0000,30kmh
samples.37,,sl8kjmcso,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1111.png,complete,,bounding-box,7541562559374535,0.3441358024691358,0.5495370346822857,0.13580246913580246,0.18055555555555558,,#ff0000,30kmh
samples.38,,s9z5trf3l,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1112.png,complete,,bounding-box,907150860130675,0.5941358024691358,0.2956790099909276,0.21296296296296297,0.20370370370370372,,#ff0000,30kmh
samples.39,,scpebrcmn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1113.png,complete,,bounding-box,4379322553445302,0.4976851851851852,0.24475308406500168,0.1435185185185185,0.22839506172839505,,#ff0000,30kmh
samples.40,,sqd96a9qc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1114.png,complete,[],,,,,,,,,
samples.41,,szcbrxdlt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1115.png,complete,,bounding-box,4165489135294933,0.2492283950617284,0.22006172604031032,0.14043209876543208,0.2006172839506173,,#ff0000,30kmh
samples.42,,snkj0b28p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1116.png,complete,,bounding-box,7680114105025215,0.29012345679012347,0.4191358001143844,0.17283950617283952,0.17901234567901236,,#ff0000,30kmh
samples.43,,skcb0v8f9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1117.png,complete,,bounding-box,020690211114346102,0.537037037037037,0.5811728371514214,0.12345679012345678,0.191358024691358,,#ff0000,30kmh
samples.44,,s9ok976rs,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1118.png,complete,,bounding-box,2524620159066582,0.5077160493827161,0.44382715813907575,0.15740740740740744,0.20987654320987648,,#ff0000,30kmh
samples.45,,spc8wxq4v,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1119.png,complete,,bounding-box,8865298446554446,0.3950617283950617,0.228549380361298,0.1728395061728395,0.2762345679012346,,#ff0000,30kmh
samples.46,,su3iw36wp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img112.png,complete,,bounding-box,49558287400006673,0.6728395061728395,0.37515431863290294,0.20370370370370372,0.2299382716049383,,#ff0000,30kmh
samples.47,,sojfa5mb6,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1120.png,complete,,bounding-box,9703178890630051,0.46296296296296297,0.7833333309785819,0.16666666666666663,0.34259259259259256,,#ff0000,30kmh
samples.48,,sev6yc3rg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1121.png,complete,,bounding-box,33052626535475027,0.2021604938271605,0.4692901211020387,0.2345679012345679,0.23919753086419754,,#ff0000,30kmh
samples.49,,s8cq0h4ll,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1122.png,complete,,bounding-box,17901253338755763,0.5131172839506173,0.7640432075217918,0.19907407407407401,0.31018518518518523,,#ff0000,30kmh
samples.50,,sbthy8ysh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1123.png,complete,,bounding-box,5432500506649505,0.29398148148148145,0.7146604914724091,0.2052469135802469,0.3194444444444444,,#ff0000,30kmh
samples.51,,s6mbkgc47,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1124.png,complete,,bounding-box,9976559729611632,0.6481481481481481,0.46466049147240907,0.20679012345679015,0.2268518518518518,,#ff0000,30kmh
samples.52,,skjm4t1p5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1125.png,complete,[],,,,,,,,,
samples.53,,syfh3vjoq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1126.png,complete,,bounding-box,5755692952504354,0.2492283950617284,0.3427469112254955,0.2669753086419753,0.2700617283950617,,#ff0000,30kmh
samples.54,,s9u47v5f7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1127.png,complete,,bounding-box,38616747561291875,0.6736111111111112,0.6722222198674708,0.23919753086419748,0.2777777777777778,,#ff0000,30kmh
samples.55,,s9s3mmvdm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1128.png,complete,,bounding-box,08614639468839647,0.5316358024691358,0.21697530628722392,0.29783950617283955,0.33641975308641975,,#ff0000,30kmh
samples.56,,s6lgo7zou,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1129.png,complete,,bounding-box,6892311501069333,0.6728395061728395,0.6459876519662362,0.18827160493827155,0.2530864197530863,,#ff0000,30kmh
samples.57,,swmkjykmp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img113.png,complete,,bounding-box,8459266286548346,0.6234567901234568,0.7624999976452486,0.16975308641975317,0.22376543209876543,,#ff0000,30kmh
samples.58,,sauyaf7sl,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1130.png,complete,[],,,,,,,,,
samples.59,,s6xe9sxkc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1131.png,complete,,bounding-box,12318610416991427,0.6141975308641976,0.3836419729538906,0.1728395061728395,0.22530864197530864,,#ff0000,30kmh
samples.60,,sokuclozk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1132.png,complete,,bounding-box,7676436669685984,0.503858024691358,0.47391975073166837,0.16820987654320985,0.22376543209876543,,#ff0000,30kmh
samples.61,,somr212th,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1133.png,complete,,bounding-box,028312415617228748,0.4614197530864198,0.29953703468228565,0.14506172839506176,0.2669753086419753,,#ff0000,30kmh
samples.62,,s69li3q3c,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1134.png,complete,,bounding-box,7964699875255268,0.5617283950617283,0.7887345655464832,0.16049382716049382,0.23611111111111105,,#ff0000,30kmh
samples.63,,se0rwp3u9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1135.png,complete,,bounding-box,8779455599737493,0.6520061728395061,0.6807098741884585,0.1435185185185185,0.2299382716049383,,#ff0000,30kmh
samples.64,,s3lugcl5c,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1136.png,complete,,bounding-box,521923574659684,0.45138888888888884,0.34814814579339676,0.13734567901234568,0.2098765432098765,,#ff0000,30kmh
samples.65,,s9urrwaew,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1137.png,complete,,bounding-box,5770652636160014,0.5864197530864197,0.5510802445588289,0.15740740740740733,0.18055555555555558,,#ff0000,30kmh
samples.66,,syed23dyj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1138.png,complete,,bounding-box,3016447874473547,0.6813271604938271,0.3774691334477177,0.18981481481481477,0.21296296296296297,,#ff0000,30kmh
samples.67,,sinx3znu7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1139.png,complete,,bounding-box,6664564028329893,0.6018518518518519,0.7671296272748782,0.16049382716049387,0.22685185185185186,,#ff0000,30kmh
samples.68,,s73qg58db,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img114.png,complete,,bounding-box,22857910751124932,0.404320987654321,0.5047839482625325,0.12345679012345678,0.14660493827160492,,#ff0000,30kmh
samples.69,,svwfptlt9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1140.png,complete,,bounding-box,9779856522549479,0.4104938271604938,0.47083333097858193,0.154320987654321,0.16820987654320985,,#ff0000,30kmh
samples.70,,sn4u9f859,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1141.png,complete,,bounding-box,8448051855744356,0.38117283950617287,0.511728392706977,0.2253086419753086,0.15123456790123457,,#ff0000,30kmh
samples.71,,sgpr0kd8w,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img115.png,complete,,bounding-box,9229145671768848,0.3827160493827161,0.4623456766575943,0.20987654320987653,0.154320987654321,,#ff0000,30kmh
samples.72,,s2zvhjw9o,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1599.png,complete,,bounding-box,009792926887914444,0.7052469135802469,0.49783950381808817,0.18827160493827155,0.19444444444444448,,#ff0000,30kmh
samples.73,,s1zw6moef,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1600.png,complete,,bounding-box,32896805965442777,0.8317901234567902,0.7501543186329029,0.2314814814814815,0.2608024691358024,,#ff0000,30kmh
samples.74,,svlymeysf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1601.png,complete,,bounding-box,7231935717645486,0.5887345679012346,0.7007716025835202,0.1651234567901234,0.2608024691358024,,#ff0000,30kmh
samples.75,,st01zmn8k,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1602.png,complete,,bounding-box,7822070638941148,0.2330246913580247,0.5094135778921622,0.26851851851851855,0.24845679012345678,,#ff0000,30kmh
samples.76,,sqyv3bqfs,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1603.png,complete,,bounding-box,9967384040559932,0.35956790123456794,0.30648147912673007,0.1882716049382716,0.2716049382716049,,#ff0000,30kmh
samples.77,,s77it9pqe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1604.png,complete,,bounding-box,789969978191555,0.4598765432098766,0.7933641951761128,0.14197530864197533,0.2669753086419753,,#ff0000,30kmh
samples.78,,sl0vyrb5e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1605.png,complete,,bounding-box,08772124999218134,0.6651234567901234,0.6930555532008041,0.19444444444444453,0.24228395061728403,,#ff0000,30kmh
samples.79,,s2n3ksm98,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1606.png,complete,,bounding-box,8972367746516641,0.29861111111111116,0.7239197507316684,0.26388888888888895,0.2762345679012346,,#ff0000,30kmh
samples.80,,sfrtniro8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1607.png,complete,,bounding-box,8173926745897309,0.33487654320987653,0.5711419729538906,0.19444444444444442,0.17746913580246915,,#ff0000,30kmh
samples.81,,sj6wzt3lj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1608.png,complete,,bounding-box,35935503456973317,0.4112654320987654,0.15138888653413748,0.20216049382716056,0.25771604938271603,,#ff0000,30kmh
samples.82,,s54vhq53e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1609.png,complete,,bounding-box,9854058286264933,0.3179012345679012,0.10817900999092761,0.13271604938271603,0.18364197530864196,,#ff0000,30kmh
samples.83,,sjjx9fsje,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1610.png,complete,,bounding-box,10727543588736665,0.3950617283950617,0.2046296272748782,0.09876543209876543,0.16049382716049382,,#ff0000,30kmh
samples.84,,s8d59jvu8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1611.png,complete,,bounding-box,26968205438877013,0.6597222222222222,0.18611110875635972,0.10956790123456783,0.16666666666666666,,#ff0000,30kmh
samples.85,,shpw1cdmh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1612.png,complete,,bounding-box,8828373774578833,0.39429012345679015,0.17530863962055723,0.12191358024691362,0.15740740740740738,,#ff0000,30kmh
samples.86,,sidzqm5wm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1613.png,complete,,bounding-box,451423935804679,0.4537037037037037,0.17685184949710048,0.21604938271604945,0.22530864197530867,,#ff0000,30kmh
samples.87,,sz30u95lp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1614.png,complete,,bounding-box,7160814759607683,0.49151234567901236,0.28719135566994,0.15586419753086417,0.14969135802469138,,#ff0000,30kmh
samples.88,,svphtfgq2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1615.png,complete,,bounding-box,9754306230330849,0.6010802469135802,0.4677469112254955,0.3811728395061728,0.49845679012345684,,#ff0000,30kmh
samples.89,,sbtxrigx1,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1616.png,complete,,bounding-box,5340218495854763,0.3564814814814815,0.20231481246006341,0.19444444444444448,0.23919753086419754,,#ff0000,30kmh
samples.90,,sly1zrnbo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1617.png,complete,,bounding-box,9023122717822956,0.3047839506172839,0.3836419729538906,0.20833333333333331,0.21604938271604934,,#ff0000,30kmh
samples.91,,sohem9j4g,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1618.png,complete,,bounding-box,2537919704308056,0.30478395061728397,0.328086417398335,0.17746913580246917,0.20679012345679013,,#ff0000,30kmh
samples.92,,s6cx959z2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1619.png,complete,,bounding-box,02583407331765919,0.5239197530864197,0.6660493803612979,0.19598765432098764,0.22530864197530864,,#ff0000,30kmh
samples.93,,sy2qk4rsq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1620.png,complete,,bounding-box,10120946164036337,0.683641975308642,0.5549382692501869,0.18827160493827166,0.20987654320987653,,#ff0000,30kmh
samples.94,,smyzj2oc7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1621.png,complete,,bounding-box,7762343602805746,0.38657407407407407,0.1521604914724091,0.1743827160493827,0.23765432098765432,,#ff0000,30kmh
samples.95,,s65ugibfg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1622.png,complete,,bounding-box,2794577256218742,0.26929012345679015,0.529475306287224,0.21759259259259262,0.1589506172839506,,#ff0000,30kmh
samples.96,,s1iair0mp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1623.png,complete,,bounding-box,5566515436458608,0.35185185185185186,0.5009259235711745,0.16666666666666663,0.15123456790123452,,#ff0000,30kmh
samples.97,,su50pelmm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1624.png,complete,,bounding-box,5969488302811958,0.34104938271604934,0.5595678988798165,0.11728395061728397,0.14814814814814814,,#ff0000,30kmh
samples.98,,s67dgmaea,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1625.png,complete,,bounding-box,4794186432450662,0.6149691358024691,0.3118827136946313,0.20524691358024683,0.21141975308641975,,#ff0000,30kmh
samples.99,,sj6niw0rg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1626.png,complete,,bounding-box,7662226862107053,0.5771604938271605,0.25169752850944616,0.14814814814814814,0.23302469135802467,,#ff0000,30kmh
samples.100,,sfgb73xo4,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\30kmh\img1627.png,complete,,bounding-box,9175285422068649,0.5362654320987654,0.32885802233660666,0.17129629629629628,0.1959876543209877,,#ff0000,30kmh
