path,.,_id,imageUrl,brush,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color
samples.9,,s8d5zij9s,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1195.png,complete,bounding-box,38743628946047104,0.5725308641975309,0.4106481457933967,0.2160493827160494,0.2824074074074074,ChildrenCrossing,,#f44336
samples.10,,sic1y0qxq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1196.png,complete,bounding-box,30901861156889554,0.253858024691358,0.29182098529956957,0.2978395061728395,0.32253086419753085,ChildrenCrossing,,#f44336
samples.11,,sthkwwwhg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1197.png,complete,bounding-box,2823691743766463,0.5833333333333333,0.6953703680156189,0.22839506172839508,0.33333333333333337,ChildrenCrossing,,#f44336
samples.12,,sbze82bjd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1198.png,complete,bounding-box,5414854520751062,0.44753086419753085,0.6483024667810511,0.26851851851851855,0.29166666666666674,ChildrenCrossing,,#f44336
samples.13,,sjyzzhuj1,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1199.png,complete,bounding-box,30812597082923543,0.5617283950617284,0.4638888865341375,0.2222222222222222,0.24074074074074076,ChildrenCrossing,,#f44336
samples.14,,s1k90zxek,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1200.png,complete,bounding-box,03987729634026094,0.5640432098765432,0.4091049359168536,0.18672839506172845,0.2638888888888889,ChildrenCrossing,,#f44336
samples.15,,s4xkkk6r2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1201.png,complete,bounding-box,3220374546061251,0.20833333333333331,0.699228392706977,0.2716049382716049,0.28240740740740744,ChildrenCrossing,,#f44336
samples.16,,spy6ifax9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1202.png,complete,bounding-box,9031253719707593,0.6489197530864197,0.47854938036129796,0.24845679012345678,0.24537037037037035,ChildrenCrossing,,#f44336
samples.17,,s8glre5hv,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1203.png,complete,bounding-box,04735532837661949,0.46759259259259256,0.5240740717193226,0.24382716049382713,0.22839506172839508,ChildrenCrossing,,#f44336
samples.18,,smghrxmso,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1204.png,complete,bounding-box,16987471271793608,0.7307098765432098,0.20848765196623628,0.2885802469135802,0.3348765432098766,ChildrenCrossing,,#f44336
samples.19,,sgzkd42wh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1205.png,complete,bounding-box,5726095984266881,0.3055555555555556,0.5672839482625326,0.2067901234567901,0.23148148148148145,ChildrenCrossing,,#f44336
samples.20,,slyno9kdg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1206.png,complete,bounding-box,03516595584660642,0.404320987654321,0.35123456554648314,0.21604938271604945,0.2962962962962963,ChildrenCrossing,,#f44336
samples.21,,sbmyx8bby,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1207.png,complete,bounding-box,6712387067403836,0.7453703703703703,0.5179012322131498,0.26543209876543217,0.2592592592592592,ChildrenCrossing,,#f44336
samples.22,,sn3vvr90g,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1208.png,complete,bounding-box,8986173943238425,0.28395061728395066,0.45771604702796465,0.2623456790123457,0.271604938271605,ChildrenCrossing,,#f44336
samples.23,,syrs6ni3g,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1209.png,complete,bounding-box,7095917463984578,0.757716049382716,0.5040123433242609,0.26543209876543206,0.2407407407407407,ChildrenCrossing,,#f44336
samples.24,,s2rrp086j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1210.png,complete,bounding-box,3345196422632102,0.5007716049382716,0.5595678988798165,0.19598765432098764,0.26234567901234573,ChildrenCrossing,,#f44336
samples.25,,s81gu1d3b,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1211.png,complete,bounding-box,9613544971408599,0.3387345679012346,0.22006172604031035,0.30092592592592593,0.308641975308642,ChildrenCrossing,,#f44336
samples.26,,siq138bql,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1212.png,complete,bounding-box,3298450169405358,0.47530864197530864,0.6081790099909276,0.22839506172839502,0.2854938271604938,ChildrenCrossing,,#f44336
samples.27,,s00tc0unr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1213.png,complete,bounding-box,44313368256217367,0.8063271604938271,0.5070987630773474,0.316358024691358,0.30246913580246915,ChildrenCrossing,,#f44336
samples.28,,sdw9h9rg8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1214.png,complete,bounding-box,024136871307943286,0.6203703703703703,0.529475306287224,0.2561728395061728,0.24845679012345678,ChildrenCrossing,,#f44336
samples.29,,s5pssn0k4,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1215.png,complete,bounding-box,37704429257718264,0.5640432098765432,0.4515432075217918,0.22685185185185186,0.2530864197530864,ChildrenCrossing,,#f44336
samples.30,,s2qzz0gzj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1216.png,complete,bounding-box,3860267608165526,0.5401234567901234,0.5302469112254955,0.23765432098765438,0.25,ChildrenCrossing,,#f44336
samples.31,,spvctxqc8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1217.png,complete,bounding-box,5072958556803411,0.43518518518518523,0.3697530840650016,0.2530864197530865,0.30555555555555547,ChildrenCrossing,,#f44336
samples.32,,sz5fztejj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1218.png,complete,bounding-box,3544463378495759,0.5817901234567902,0.5441358001143843,0.2716049382716049,0.2777777777777778,ChildrenCrossing,,#f44336
samples.33,,sefyfckhp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1219.png,complete,bounding-box,7810821609175937,0.36496913580246915,0.5749999976452487,0.27314814814814814,0.2901234567901235,ChildrenCrossing,,#f44336
samples.34,,sky3rmhne,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1220.png,complete,bounding-box,7826135480157941,0.5686728395061729,0.42916666431191525,0.2638888888888889,0.23919753086419748,ChildrenCrossing,,#f44336
samples.35,,s6us6toct,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1221.png,complete,bounding-box,7621706081076272,0.44367283950617287,0.5526234544353721,0.2299382716049383,0.2731481481481482,ChildrenCrossing,,#f44336
samples.36,,si7uwm1gr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1222.png,complete,bounding-box,0024768162973034524,0.4760802469135802,0.33348765196623625,0.2762345679012345,0.30092592592592593,ChildrenCrossing,,#f44336
samples.37,,spfijh3os,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1223.png,complete,bounding-box,4629620096882996,0.2638888888888889,0.6189814791267301,0.30246913580246915,0.27314814814814814,ChildrenCrossing,,#f44336
samples.38,,swdds7tyt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1224.png,complete,bounding-box,09118338178273366,0.7137345679012346,0.2532407383859894,0.29166666666666674,0.3256172839506173,ChildrenCrossing,,#f44336
samples.39,,strvgew5e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1225.png,complete,bounding-box,3077244145291249,0.3487654320987654,0.42762345443537203,0.2685185185185185,0.24228395061728392,ChildrenCrossing,,#f44336
samples.40,,s4f7k8g4k,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img160.png,complete,bounding-box,05468878444948322,0.4444444444444444,0.7540123433242609,0.24691358024691357,0.3148148148148149,ChildrenCrossing,,#f44336
samples.41,,snfi4p1og,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img161.png,complete,bounding-box,13410389067558848,0.3263888888888889,0.42762345443537203,0.2577160493827161,0.24845679012345678,ChildrenCrossing,,#f44336
samples.42,,s67nyhwy7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img162.png,complete,bounding-box,4461158062873709,0.40895061728395066,0.6135802445588289,0.25000000000000006,0.2932098765432099,ChildrenCrossing,,#f44336
samples.43,,sdjfxd7io,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img163.png,complete,bounding-box,09848766562350364,0.3433641975308642,0.3026234544353721,0.2638888888888889,0.3132716049382716,ChildrenCrossing,,#f44336
samples.44,,snf5cehsp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img164.png,complete,bounding-box,6421233077194808,0.5733024691358024,0.5402777754230264,0.23302469135802467,0.22376543209876543,ChildrenCrossing,,#f44336
samples.45,,sewesgovf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img165.png,complete,bounding-box,1080432454184943,0.7646604938271605,0.5001543186329029,0.2947530864197532,0.3040123456790123,ChildrenCrossing,,#f44336
samples.46,,sidnwz7lr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img166.png,complete,bounding-box,786267195045931,0.724537037037037,0.5595678988798165,0.2885802469135802,0.26234567901234573,ChildrenCrossing,,#f44336
samples.47,,s9a9a3lbp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img167.png,complete,bounding-box,6955379710769363,0.1728395061728395,0.6891975285094462,0.3148148148148148,0.3580246913580247,ChildrenCrossing,,#f44336
samples.48,,snf7o9ata,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img168.png,complete,bounding-box,37383235657288494,0.5169753086419753,0.35123456554648314,0.20370370370370366,0.2839506172839506,ChildrenCrossing,,#f44336
samples.49,,sp40djnhh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img169.png,complete,bounding-box,8585073955990348,0.5825617283950617,0.40216049147240907,0.23302469135802467,0.3024691358024691,ChildrenCrossing,,#f44336
samples.50,,s122hxj27,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1699.png,complete,bounding-box,5111580952821224,0.4537037037037037,0.7624999976452487,0.25,0.29166666666666663,ChildrenCrossing,,#f44336
samples.51,,s8fi5exil,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img170.png,complete,bounding-box,31450822371156373,0.28935185185185186,0.23935184949710042,0.27314814814814814,0.32870370370370366,ChildrenCrossing,,#f44336
samples.52,,s5suto0qr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1700.png,complete,bounding-box,3238162306160699,0.3125,0.4762345655464832,0.25462962962962965,0.23456790123456794,ChildrenCrossing,,#f44336
samples.53,,st43ud551,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1701.png,complete,bounding-box,34423588701624586,0.43827160493827155,0.6429012322131498,0.2530864197530864,0.2777777777777778,ChildrenCrossing,,#f44336
samples.54,,s84379kem,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1702.png,complete,bounding-box,9283265096639717,0.3549382716049383,0.29259259023784123,0.25,0.2993827160493827,ChildrenCrossing,,#f44336
samples.55,,sc4jbs1e6,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1703.png,complete,bounding-box,4863195946507841,0.5709876543209876,0.5256172815958658,0.25308641975308643,0.20370370370370366,ChildrenCrossing,,#f44336
samples.56,,syq14nzsd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1704.png,complete,bounding-box,9011599600256326,0.7561728395061729,0.41913580011438445,0.2901234567901234,0.23765432098765432,ChildrenCrossing,,#f44336
samples.57,,sofwd5ufi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1705.png,complete,bounding-box,1109161307302009,0.7222222222222222,0.5904320964106806,0.26234567901234573,0.26543209876543206,ChildrenCrossing,,#f44336
samples.58,,sedi6wqpw,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1706.png,complete,bounding-box,7908780272282938,0.14814814814814817,0.6753086396205572,0.2592592592592593,0.3487654320987654,ChildrenCrossing,,#f44336
samples.59,,sv5s910vg,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1707.png,complete,bounding-box,2960772095634707,0.5054012345679012,0.35663580011438445,0.2361111111111111,0.2854938271604939,ChildrenCrossing,,#f44336
samples.60,,saiiu4v7l,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1708.png,complete,bounding-box,5597966121197728,0.5709876543209876,0.40370370134895234,0.21913580246913583,0.2808641975308642,ChildrenCrossing,,#f44336
samples.61,,s0aavezmi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1709.png,complete,bounding-box,14204873793317407,0.3070987654320988,0.23395061492919922,0.2345679012345679,0.3487654320987654,ChildrenCrossing,,#f44336
samples.62,,sbo23t7ta,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img171.png,complete,bounding-box,43632446592927643,0.5185185185185185,0.718518516163767,0.22222222222222227,0.3672839506172839,ChildrenCrossing,,#f44336
samples.63,,smgpu5pm3,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1710.png,complete,bounding-box,9182560151520893,0.6010802469135803,0.6930555532008041,0.2515432098765432,0.3256172839506173,ChildrenCrossing,,#f44336
samples.64,,shw3dmmp6,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1711.png,complete,bounding-box,7286526432846565,0.3973765432098766,0.6128086396205572,0.25771604938271603,0.2978395061728395,ChildrenCrossing,,#f44336
samples.65,,srxuw0iou,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1712.png,complete,bounding-box,2710507717371904,0.5493827160493827,0.4407407383859894,0.25617283950617287,0.23148148148148145,ChildrenCrossing,,#f44336
samples.66,,sippr77f2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1713.png,complete,bounding-box,13436195326072564,0.5802469135802468,0.43225308406500174,0.1728395061728395,0.27623456790123463,ChildrenCrossing,,#f44336
samples.67,,sjilfkv2m,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1714.png,complete,bounding-box,37023972101166236,0.18209876543209874,0.6421296272748782,0.28086419753086417,0.2854938271604938,ChildrenCrossing,,#f44336
samples.68,,seabcdbp6,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1715.png,complete,bounding-box,1457761560031925,0.6481481481481481,0.5001543186329029,0.23765432098765427,0.26697530864197533,ChildrenCrossing,,#f44336
samples.69,,s34smad3m,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1716.png,complete,bounding-box,16690934338083063,0.45987654320987653,0.5070987630773474,0.22530864197530864,0.22839506172839513,ChildrenCrossing,,#f44336
samples.70,,s01cjbtqe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1717.png,complete,bounding-box,4828494239919572,0.8125,0.32345678776870534,0.24228395061728403,0.345679012345679,,,#ff0000
samples.71,,scgdyp5yn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1718.png,complete,bounding-box,9190540002946068,0.28935185185185186,0.5101851828304338,0.19907407407407407,0.23765432098765432,ChildrenCrossing,,#f44336
samples.72,,s68beosci,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1719.png,complete,bounding-box,2036621485321386,0.4089506172839506,0.34814814579339676,0.22839506172839508,0.2808641975308642,ChildrenCrossing,,#f44336
samples.73,,sk698pbz8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img172.png,complete,bounding-box,4876106863232659,0.42746913580246915,0.6351851828304338,0.25617283950617287,0.2746913580246913,ChildrenCrossing,,#f44336
samples.74,,sjz1ed8ko,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1720.png,complete,bounding-box,35232790614849874,0.7469135802469136,0.5070987630773474,0.2962962962962963,0.27777777777777785,ChildrenCrossing,,#f44336
samples.75,,sqjkxzhdr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1721.png,complete,bounding-box,20005122358300964,0.29320987654320985,0.41527777542302635,0.2777777777777778,0.27314814814814814,ChildrenCrossing,,#f44336
samples.76,,s2rumbtkk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1722.png,complete,bounding-box,30964947017255806,0.7546296296296297,0.4175925902378412,0.26234567901234573,0.20987654320987648,ChildrenCrossing,,#f44336
samples.77,,ss4g9is36,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1723.png,complete,bounding-box,5551485037908601,0.5054012345679012,0.5503086396205572,0.21450617283950613,0.2530864197530864,ChildrenCrossing,,#f44336
samples.78,,s7cra1aym,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1724.png,complete,bounding-box,129811956721253,0.34259259259259256,0.22237654085512512,0.29012345679012347,0.31327160493827155,ChildrenCrossing,,#f44336
samples.79,,si3ioye2i,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1725.png,complete,bounding-box,7034633678655859,0.47993827160493824,0.6151234544353721,0.21913580246913578,0.2716049382716049,ChildrenCrossing,,#f44336
samples.80,,sg4t48fvs,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1726.png,complete,bounding-box,7980803773948926,0.8047839506172839,0.38749999764524856,0.33179012345679015,0.27932098765432095,ChildrenCrossing,,#f44336
samples.81,,sllabdnpe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1727.png,complete,bounding-box,05751761417621504,0.6141975308641976,0.5533950593736436,0.22839506172839508,0.24691358024691357,ChildrenCrossing,,#f44336
samples.82,,s3nzumzk9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1728.png,complete,bounding-box,09212107516904045,0.5617283950617284,0.4546296272748782,0.2314814814814815,0.2407407407407407,ChildrenCrossing,,#f44336
samples.83,,swio67xtt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1729.png,complete,bounding-box,6593384184043829,0.5462962962962963,0.5325617260403104,0.27777777777777785,0.2731481481481482,ChildrenCrossing,,#f44336
samples.84,,sdgu6vz5d,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img173.png,complete,bounding-box,28827278357464037,0.5532407407407407,0.4608024667810511,0.22993827160493824,0.24691358024691357,ChildrenCrossing,,#f44336
samples.85,,svg6gwq2p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1730.png,complete,bounding-box,9110462031577617,0.4537037037037037,0.361265429744014,0.26543209876543217,0.29475308641975306,ChildrenCrossing,,#f44336
samples.86,,sopkqlu1r,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1731.png,complete,bounding-box,574175918203516,0.5802469135802468,0.5425925902378412,0.2716049382716049,0.29938271604938277,ChildrenCrossing,,#f44336
samples.87,,skbaikmlk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1732.png,complete,bounding-box,954140499349194,0.3765432098765432,0.5973765408551251,0.27160493827160503,0.26080246913580246,ChildrenCrossing,,#f44336
samples.88,,shnp06ohd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1733.png,complete,bounding-box,7656824389892396,0.5825617283950617,0.4399691334477177,0.2700617283950617,0.2700617283950617,ChildrenCrossing,,#f44336
samples.89,,sabki1bs8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1734.png,complete,bounding-box,636491621099436,0.44907407407407407,0.5649691334477177,0.20370370370370372,0.2669753086419753,ChildrenCrossing,,#f44336
samples.90,,sj2v2j36a,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1735.png,complete,bounding-box,3134120499592681,0.5570987654320988,0.33271604702796465,0.22839506172839502,0.2993827160493827,ChildrenCrossing,,#f44336
samples.91,,s763me3f9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1736.png,complete,bounding-box,2574628506877086,0.26388888888888884,0.6251543186329029,0.3395061728395061,0.28240740740740744,ChildrenCrossing,,#f44336
samples.92,,siamgwf5f,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1737.png,complete,bounding-box,34627784331595346,0.6959876543209876,0.25478394826253253,0.26543209876543217,0.30092592592592593,ChildrenCrossing,,#f44336
samples.93,,sj60ugq4p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\ChildrenCrossing\img1738.png,complete,bounding-box,6434506984136557,0.3433641975308642,0.4091049359168536,0.23919753086419754,0.22376543209876548,ChildrenCrossing,,#f44336
