path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color
samples.77,,svaqv1m8q,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1940.png,complete,,bounding-box,10461717551020255,0.308641975308642,0.15679012110203874,0.2654320987654321,0.2777777777777778,Stop,,#f44336
samples.78,,s8kia1uu4,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1941.png,complete,,bounding-box,45189329253242616,0.587962962962963,0.5888888865341375,0.2685185185185185,0.25,Stop,,#f44336
samples.79,,s1p3q56ck,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1942.png,complete,,bounding-box,7053500606930403,0.3912037037037037,0.5032407383859894,0.24228395061728403,0.2299382716049383,Stop,,#f44336
samples.80,,sa3ea9hxd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1943.png,complete,,bounding-box,6031764357598792,0.7037037037037037,0.24861110875635972,0.24691358024691357,0.20524691358024694,Stop,,#f44336
samples.81,,sie4sdgus,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1944.png,complete,,bounding-box,5385617165109102,0.29320987654320985,0.20308641739833502,0.2654320987654321,0.3117283950617284,Stop,,#f44336
samples.82,,sd4lcm3hf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1945.png,complete,,bounding-box,8895843144536264,0.6219135802469136,0.4499999976452486,0.2314814814814814,0.2314814814814815,Stop,,#f44336
samples.83,,slp7u0w1e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1946.png,complete,,bounding-box,6279825795691334,0.2700617283950617,0.4106481457933968,0.28703703703703703,0.22067901234567905,Stop,,#f44336
samples.84,,sl64k2ge7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1947.png,complete,,bounding-box,15060755094205525,0.507716049382716,0.5611111087563597,0.2129629629629629,0.2253086419753086,Stop,,#f44336
samples.85,,st9zhdwtk,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1948.png,complete,,bounding-box,4841941481984846,0.287037037037037,0.43688271369463133,0.26543209876543206,0.24845679012345678,Stop,,#f44336
samples.86,,s3ob01w2j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1949.png,complete,,bounding-box,8127086394085505,0.4074074074074074,0.6027777754230264,0.2222222222222222,0.20987654320987653,Stop,,#f44336
samples.87,,soki71ksc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1950.png,complete,,bounding-box,4545573210009166,0.26929012345679015,0.5163580223366067,0.21141975308641975,0.2222222222222222,Stop,,#f44336
samples.88,,sa1rdro1q,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1951.png,complete,,bounding-box,3280837504755245,0.7885802469135803,0.2540123433242609,0.18518518518518523,0.2654320987654321,Stop,,#f44336
samples.89,,sbm3aue28,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1952.png,complete,,bounding-box,8089996140810098,0.23765432098765432,0.291049380361298,0.20370370370370372,0.2160493827160494,Stop,,#f44336
samples.90,,soc4qpwd8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1953.png,complete,,bounding-box,35417179826388523,0.7337962962962963,0.5665123433242609,0.23302469135802473,0.220679012345679,Stop,,#f44336
samples.91,,sj47sac8p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1954.png,complete,,bounding-box,9956030129000171,0.8387345679012346,0.31728394826253253,0.18672839506172845,0.23148148148148148,Stop,,#f44336
samples.92,,s5fvm3xba,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1955.png,complete,,bounding-box,06634867881649642,0.6165123456790124,0.22546296060821158,0.220679012345679,0.22067901234567902,Stop,,#f44336
samples.93,,stilz4jir,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1956.png,complete,,bounding-box,11874405996573323,0.6111111111111112,0.6166666643119153,0.1728395061728395,0.2006172839506173,Stop,,#f44336
samples.94,,slpomijwi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1957.png,complete,,bounding-box,6240630529947393,0.3626543209876543,0.4746913556699399,0.1635802469135802,0.16358024691358025,Stop,,#f44336
samples.95,,swn1pk8fu,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1958.png,complete,,bounding-box,17873629116460577,0.4243827160493827,0.40910493591685354,0.17283950617283955,0.1929012345679012,Stop,,#f44336
samples.96,,sfemjyvtz,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1959.png,complete,,bounding-box,8350991992355681,0.691358024691358,0.39907407171932263,0.20987654320987648,0.20370370370370366,Stop,,#f44336
samples.97,,sjnt8ew1o,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1960.png,complete,,bounding-box,8051422990478911,0.40354938271604934,0.21080246678105108,0.15586419753086417,0.24074074074074073,Stop,,#f44336
samples.98,,si3ekltkh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1961.png,complete,,bounding-box,5820321301151423,0.6921296296296295,0.689197528509446,0.19907407407407407,0.18518518518518523,Stop,,#f44336
samples.99,,sx5fnh3e5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1962.png,complete,,bounding-box,6409298463229494,0.35802469135802467,0.19151234332426095,0.2222222222222222,0.27314814814814814,Stop,,#f44336
samples.100,,s7zr0mpmf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1963.png,complete,,bounding-box,4138851680078408,0.31558641975308643,0.3026234544353721,0.2361111111111111,0.26080246913580246,Stop,,#f44336
samples.101,,sc3s4lqhc,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1964.png,complete,,bounding-box,8743841462497659,0.2908950617283951,0.2509259235711745,0.2361111111111111,0.2345679012345679,Stop,,#f44336
samples.102,,smy639cco,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1965.png,complete,,bounding-box,12657147368745925,0.3248456790123457,0.6891975285094462,0.15586419753086422,0.2098765432098766,Stop,,#f44336
