path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color,annotation.0.points.0.x,annotation.0.points.0.y,annotation.0.points.1.x,annotation.0.points.1.y,annotation.0.points.2.x,annotation.0.points.2.y,annotation.0.points.3.x,annotation.0.points.3.y
samples.67,,s84npfhfa,file:///Users/stephaniewong/Desktop/NoRight/img1888.png,complete,,bounding-box,29659012509351235,0.7397172236503856,0.34832904884318766,0.14267352185089965,0.1645244215938303,noRight,,#f44336,,,,,,,,
samples.68,,stb4fmpfp,file:///Users/stephaniewong/Desktop/NoRight/img1889.png,complete,,bounding-box,09882224050673272,0.32712082262210795,0.39845758354755784,0.08611825192802058,0.10282776349614398,noRight,,#f44336,,,,,,,,
samples.69,,sx7o46no9,file:///Users/stephaniewong/Desktop/NoRight/img1890.png,complete,,bounding-box,9257284842548243,0.3361182519280206,0.44537275064267356,0.13239074550128532,0.13496143958868895,noRight,,#f44336,,,,,,,,
samples.70,,siqsbfuk6,file:///Users/stephaniewong/Desktop/NoRight/img1891.png,complete,,bounding-box,00948579459756127,0.3290488431876607,0.5353470437017995,0.11568123393316193,0.13753213367609252,noRight,,#f44336,,,,,,,,
samples.71,,su3jcuxa7,file:///Users/stephaniewong/Desktop/NoRight/img1892.png,complete,,bounding-box,21416673612181447,0.7429305912596401,0.5012853470437018,0.17994858611825193,0.11568123393316199,noRight,,#f44336,,,,,,,,
samples.72,,sn8g72vz2,file:///Users/stephaniewong/Desktop/NoRight/img1893.png,complete,,bounding-box,3127774315432932,0.25128534704370176,0.4203084832904884,0.12210796915167094,0.1722365038560411,noRight,,#f44336,,,,,,,,
samples.73,,sfueenebr,file:///Users/stephaniewong/Desktop/NoRight/img1894.png,complete,,bounding-box,9047415691796858,0.6124678663239075,0.769280205655527,0.1478149100257069,0.1709511568123393,noRight,,#f44336,,,,,,,,
samples.74,,sp9fpmw8h,file:///Users/stephaniewong/Desktop/NoRight/img1895.png,complete,,bounding-box,9455910311949121,0.20951156812339333,0.5764781491002571,0.2365038560411311,0.32262210796915164,noRight,,#f44336,,,,,,,,
samples.75,,svqpa66fj,file:///Users/stephaniewong/Desktop/NoRight/img1896.png,complete,,bounding-box,5714244437853362,0.5424164524421593,0.5077120822622108,0.12339331619537275,0.12596401028277632,noRight,,#f44336,,,,,,,,
samples.76,,sjr86g6ku,file:///Users/stephaniewong/Desktop/NoRight/img1897.png,complete,,bounding-box,42126655076844144,0.34190231362467866,0.294987146529563,0.13624678663239076,0.2172236503856041,noRight,,#f44336,,,,,,,,
samples.77,,smxbiqkhe,file:///Users/stephaniewong/Desktop/NoRight/img1898.png,complete,,bounding-box,013298043127167869,0.4170951156812339,0.39267352185089976,0.10925449871465298,0.12467866323907456,noRight,,#f44336,,,,,,,,
samples.78,,selzay53a,file:///Users/stephaniewong/Desktop/NoRight/img1899.png,complete,,bounding-box,9900368887764781,0.3361182519280206,0.36311053984575836,0.09897172236503854,0.12467866323907456,noRight,,#f44336,,,,,,,,
samples.79,,skitz0dyf,file:///Users/stephaniewong/Desktop/NoRight/img1900.png,complete,,bounding-box,98956974912489,0.6619537275064267,0.7352185089974294,0.1876606683804628,0.16709511568123392,noRight,,#f44336,,,,,,,,
samples.80,,sw3to9bkp,file:///Users/stephaniewong/Desktop/NoRight/img1901.png,complete,,bounding-box,593359192346079,0.3560411311053985,0.442159383033419,0.1593830334190231,0.25192802056555264,noRight,,#f44336,,,,,,,,
samples.81,,svph363e4,file:///Users/stephaniewong/Desktop/NoRight/img1902.png,complete,,bounding-box,5921547063911807,0.3213367609254498,0.5122107969151671,0.13881748071979433,0.16580976863753216,noRight,,#f44336,,,,,,,,
samples.82,,srjppr51e,file:///Users/stephaniewong/Desktop/NoRight/img1903.png,complete,,bounding-box,9379619704326108,0.45244215938303345,0.46272493573264784,0.12082262210796918,0.16195372750642673,noRight,,#f44336,,,,,,,,
samples.83,,sia2rtlln,file:///Users/stephaniewong/Desktop/NoRight/img1904.png,complete,,bounding-box,35017967205942724,0.4865038560411311,0.6638817480719794,0.1580976863753214,0.14267352185089976,noRight,,#f44336,,,,,,,,
samples.84,,sallosu2n,file:///Users/stephaniewong/Desktop/NoRight/img1905.png,complete,,bounding-box,19830357619426842,0.2917737789203085,0.15359897172236503,0.17223650385604114,0.18637532133676094,noRight,,#f44336,,,,,,,,
samples.85,,sskuqyopq,file:///Users/stephaniewong/Desktop/NoRight/img1906.png,complete,,bounding-box,12375530388973655,0.6883033419023137,0.30205655526992287,0.1709511568123393,0.19023136246786632,noRight,,#f44336,,,,,,,,
samples.86,,sospspy96,file:///Users/stephaniewong/Desktop/NoRight/img1907.png,complete,,bounding-box,2951016323408857,0.5070694087403599,0.5713367609254498,0.13753213367609257,0.1812339331619538,noRight,,#f44336,,,,,,,,
samples.87,,so10v82l7,file:///Users/stephaniewong/Desktop/NoRight/img1908.png,complete,,bounding-box,9810275913990483,0.7210796915167095,0.4106683804627249,0.14910025706940877,0.15552699228791772,noRight,,#f44336,,,,,,,,
samples.88,,s9e4zklqh,file:///Users/stephaniewong/Desktop/NoRight/img1909.png,complete,,bounding-box,4162868399429076,0.6272493573264781,0.6317480719794344,0.15938303341902316,0.1683804627249358,noRight,,#f44336,,,,,,,,
samples.89,,s4npawufb,file:///Users/stephaniewong/Desktop/NoRight/img1910.png,complete,,bounding-box,8563289261720592,0.7204370179948586,0.5462724935732648,0.19922879177377895,0.1696658097686375,noRight,,#f44336,,,,,,,,
samples.90,,sdkqqzcno,file:///Users/stephaniewong/Desktop/NoRight/img1911.png,complete,,bounding-box,4030782546477081,0.20437017994858608,0.49614395886889456,0.22622107969151667,0.1773778920308483,noRight,,#f44336,,,,,,,,
samples.91,,s9vwuzjq6,file:///Users/stephaniewong/Desktop/NoRight/img1912.png,complete,,bounding-box,6846488626707015,0.23457583547557842,0.7487146529562982,0.2146529562982005,0.22236503856041134,noRight,,#f44336,,,,,,,,
samples.92,,s3w5fgkkr,file:///Users/stephaniewong/Desktop/NoRight/img1913.png,complete,,bounding-box,3075511546341454,0.33161953727506427,0.4736503856041131,0.19280205655526994,0.1426735218508997,noRight,,#f44336,,,,,,,,
samples.93,,s3achy5hh,file:///Users/stephaniewong/Desktop/NoRight/img1914.png,complete,,bounding-box,4370250389795054,0.634318766066838,0.38174807197943444,0.12724935732647813,0.12339331619537275,noRight,,#f44336,,,,,,,,
samples.94,,s4us69h57,file:///Users/stephaniewong/Desktop/NoRight/img1915.png,complete,,bounding-box,618039999791842,0.5726221079691517,0.75,0.16580976863753216,0.19151670951156818,noRight,,#f44336,,,,,,,,
samples.95,,s1o8a5h6k,file:///Users/stephaniewong/Desktop/NoRight/img1916.png,complete,,bounding-box,5769575233629445,0.39203084832904883,0.6368894601542416,0.17994858611825193,0.15295629820051415,noRight,,#f44336,,,,,,,,
samples.96,,skrx1ko5w,file:///Users/stephaniewong/Desktop/NoRight/img1917.png,complete,,bounding-box,7863933348812342,0.3380462724935733,0.34383033419023135,0.2313624678663239,0.23521850899742933,noRight,,#f44336,,,,,,,,
samples.97,,sr8ov07tr,file:///Users/stephaniewong/Desktop/NoRight/img1918.png,complete,,bounding-box,8711806344511837,0.49807197943444736,0.365681233933162,0.16066838046272497,0.18123393316195374,noRight,,#f44336,,,,,,,,
samples.98,,s0a589mwi,file:///Users/stephaniewong/Desktop/NoRight/img1919.png,complete,,bounding-box,12566168515047615,0.6838046272493573,0.6041131105398458,0.2005141388174807,0.14395886889460152,noRight,,#f44336,,,,,,,,
samples.99,,sbkjen4jo,file:///Users/stephaniewong/Desktop/NoRight/img1920.png,complete,,bounding-box,31187302789624116,0.46850899742930596,0.6805912596401028,0.2480719794344473,0.27120822622107976,noRight,,#f44336,,,,,,,,
samples.100,,s2vw3vehf,file:///Users/stephaniewong/Desktop/NoRight/img1921.png,complete,,bounding-box,5195164688886122,0.512853470437018,0.34897172236503854,0.18508997429305918,0.24035989717223646,noRight,,#f44336,,,,,,,,
samples.101,,s7blineol,file:///Users/stephaniewong/Desktop/NoRight/img2384.png,complete,,bounding-box,34988540314679084,0.22300771208226222,0.41966580976863754,0.2069408740359897,0.15552699228791772,noRight,,#f44336,,,,,,,,
samples.102,,sk93aowxd,file:///Users/stephaniewong/Desktop/NoRight/img2385.png,complete,,bounding-box,6763911596290846,0.5996143958868894,0.16645244215938304,0.10925449871465298,0.10411311053984575,noRight,,#f44336,,,,,,,,
samples.103,,sayf5mfc7,file:///Users/stephaniewong/Desktop/NoRight/img2386.png,complete,,bounding-box,6352150205739824,0.7731362467866324,0.7197943444730077,0.24807197943444725,0.21850899742930596,noRight,,#f44336,,,,,,,,
samples.104,,sc7b2inks,file:///Users/stephaniewong/Desktop/NoRight/img2387.png,complete,,bounding-box,3668641679260465,0.7236503856041132,0.45244215938303345,0.11053984575835474,0.2287917737789203,noRight,,#f44336,,,,,,,,
samples.105,,s9bqfgfju,file:///Users/stephaniewong/Desktop/NoRight/img2388.png,complete,[],,,,,,,,,,,,,,,,,
samples.106,,sjivkr924,file:///Users/stephaniewong/Desktop/NoRight/img2389.png,complete,,bounding-box,5144345910229282,0.18251928020565553,0.31041131105398456,0.15167095115681234,0.19665809768637532,noRight,,#f44336,,,,,,,,
samples.107,,s9v6ey5gk,file:///Users/stephaniewong/Desktop/NoRight/img2390.png,complete,,bounding-box,9819061302531502,0.4929305912596401,0.40616966580976865,0.10411311053984568,0.11053984575835474,noRight,,#f44336,,,,,,,,
samples.108,,so69kbhtu,file:///Users/stephaniewong/Desktop/NoRight/img2391.png,complete,,bounding-box,07916099577249591,0.666452442159383,0.2532133676092545,0.1118251928020566,0.12596401028277637,noRight,,#f44336,,,,,,,,
samples.109,,simdc51sr,file:///Users/stephaniewong/Desktop/NoRight/img2392.png,complete,,bounding-box,14796188570855273,0.4800771208226221,0.5610539845758354,0.10668380462724936,0.14010282776349609,noRight,,#f44336,,,,,,,,
samples.110,,su07qe8nn,file:///Users/stephaniewong/Desktop/NoRight/img2394.png,complete,,bounding-box,2275561527904424,0.5411311053984575,0.6015424164524421,0.10796915167095122,0.1311053984575835,noRight,,#f44336,,,,,,,,
samples.111,,s2p1ju2gw,file:///Users/stephaniewong/Desktop/NoRight/img2395.png,complete,,bounding-box,4296832767451715,0.33161953727506427,0.2660668380462725,0.15938303341902316,0.1593830334190231,noRight,,#f44336,,,,,,,,
samples.112,,swizedx17,file:///Users/stephaniewong/Desktop/NoRight/img2396.png,complete,,bounding-box,004300152223026155,0.20115681233933164,0.6587403598971722,0.2043701799485861,0.20179948586118257,noRight,,#f44336,,,,,,,,
samples.113,,sqo9hc1jz,file:///Users/stephaniewong/Desktop/NoRight/img2397.png,complete,,bounding-box,5039396714098885,0.6047557840616966,0.4967866323907455,0.134961439588689,0.11439588688946012,noRight,,#f44336,,,,,,,,
samples.114,,swkgks5c7,file:///Users/stephaniewong/Desktop/NoRight/img2398.png,complete,,bounding-box,821665093054853,0.45565552699228795,0.35539845758354754,0.11953727506426737,0.14267352185089976,noRight,,#f44336,,,,,,,,
samples.115,,siu77852t,file:///Users/stephaniewong/Desktop/NoRight/img2399.png,complete,,bounding-box,36859292647573194,0.6362467866323908,0.6124678663239074,0.11311053984575836,0.11696658097686374,noRight,,#f44336,,,,,,,,
